is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	stopwords_removed_retweet_text
1	foxandfriends	"RT @foxandfriends: ""Jeb is a weak guy."" @EricTrump https://t.co/w8YuC5bApY"		" ""Jeb is a weak guy."" @EricTrump https://t.co/w8YuC5bApY"	Jeb weak guy
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Nice piece and video today in the Wall Street Journal: Trump’s three eldest children jump into campaign https://t.co/35…		 Nice piece and video today in the Wall Street Journal: Trump’s three eldest children jump into campaign https://t.co/35…	Nice video today Wall Street Journal Trumps eldest jump
1	realDonaldTrump	"""@Doris22: RT The CPAC Team is excited to announce that @realDonaldTrump will be speaking at CPAC 2015! #CPAC2015 http://t.co/D9YoUWoQ6M"""	" ""@Doris22:"	" The CPAC Team is excited to announce that will be speaking at CPAC 2015! #CPAC2015 http://t.co/D9YoUWoQ6M"""	CPAC Team excited announce speaking 2015
1	EricTrump	RT @EricTrump: Nevada: Reminder that today is the LAST day to register to vote in the February 23rd caucus!https://t.co/SDQGGhkyjI https://…		 Nevada: Reminder that today is the LAST day to register to vote in the February 23rd caucus!https://t.co/SDQGGhkyjI https://…	Nevada Reminder LAST day register February 23rd
1	EricTrump	RT @EricTrump: #Arizona: We made it easy to find your polling location for today's primary! Simply visit https://t.co/uJFqD4yTlF _x1f1fa__x1f1f8_ https:/…		 #Arizona: We made it easy to find your polling location for today's primary! Simply visit https://t.co/uJFqD4yTlF _x1f1fa__x1f1f8_ https:/…	Arizona made easy find polling location todays primary x1f1fax1f1f8
1		@digiphile @RedCross RT if you think Pres.Obama should release his records to get $5M for charity--for Red Cross or another great charity	 @digiphile @RedCross	 if you think Pres.Obama should release his records to get $5M for charity--for Red Cross or another great charity	think release 5M charityfor Red Cross great charity
1	realDonaldTrump	"""@nancynaigle: RT @realDonaldTrump: ""@jhspraggins: @realDonaldTrump please fire @GeraldoRivera soon! ..."""	" ""@nancynaigle:"	" ""@jhspraggins: @realDonaldTrump please fire @GeraldoRivera soon! ..."""	realDonaldTrump please fire soon
1	realDonaldTrump	"""@one4eternity: !!!!!!! RT @realDonaldTrump: Best Apprentice episode EVER tonight at 8:00."""	" ""@one4eternity: !!!!!!!"	" Best Apprentice episode EVER tonight at 8:00."""	Best Apprentice tonight 800
1	MarkHalperin	RT @MarkHalperin: Utah Speaker of the House announces endorsement of @realDonaldTrump. Says @DonaldJTrumpJr played a big role		 Utah Speaker of the House announces endorsement of @realDonaldTrump. Says @DonaldJTrumpJr played a big role	Utah House announces endorsement Says DonaldJTrumpJr played role
1	TomOdell	RT @TomOdell: .@FoxNews - Pope who lives in a Vatican city fortified with huge walls thinks it's wrong to build walls? Really? https://t.co…		 .@FoxNews - Pope who lives in a Vatican city fortified with huge walls thinks it's wrong to build walls? Really? https://t.co…	Pope lives Vatican fortified huge walls wrong build walls
1	benshapiro	"RT @benshapiro: Pope on Trump: ""A person who thinks only about building walls...is not Christian."" This is Vatican City. https://t.co/ehmsL…"		" Pope on Trump: ""A person who thinks only about building walls...is not Christian."" This is Vatican City. https://t.co/ehmsL…"	Pope Trump A person thinks building wallsis Christian Vatican City
1	JoeNBC	"RT @JoeNBC: ""Pope Francis, tear down that wall!"" #vaticanwalls https://t.co/mDGANFtApb"		" ""Pope Francis, tear down that wall!"" #vaticanwalls https://t.co/mDGANFtApb"	Pope Francis wall vaticanwalls
1	JohnStossel	RT @JohnStossel: I can skate here ONLY b/c @realdonaldtrump fixed this rink after NYC gov’t spent $13M, but FAILED! Good for Trump! https:/…		 I can skate here ONLY b/c @realdonaldtrump fixed this rink after NYC gov’t spent $13M, but FAILED! Good for Trump! https:/…	skate bc fixed NYC govt spent 13M FAILED Good Trump
1	BretEastonEllis	RT @BretEastonEllis: Just back from a dinner in West Hollywood: shocked the majority of the table was voting for Trump but they would never…		 Just back from a dinner in West Hollywood: shocked the majority of the table was voting for Trump but they would never…	back dinner Hollywood shocked majority would never
1	realDonaldTrump	"""@GolanLernerM: RT @realDonaldTrump: ""@ColtsWynn: The Donald did it right at Trump National Doral. Beautiful course. http://t.co/rzCgbCo8Hd"""	" ""@GolanLernerM:"	" ""@ColtsWynn: The Donald did it right at Trump National Doral. Beautiful course. http://t.co/rzCgbCo8Hd"""	Donald Trump Doral Beautiful course
1	theRealKiyosaki	RT @theRealKiyosaki: Donald Trump coined the phrase 'multilevel focusing'--I love it. It is when two ideas intersect & form a new innovation		 Donald Trump coined the phrase 'multilevel focusing'--I love it. It is when two ideas intersect & form a new innovation	Donald coined phrase focusingI love it two ideas form innovation
1	Slate	"""@CatsPolitics: Some of us never stopped ignoring him. RT @Slate: ONLY THE REALLY SMART ONE'S NEVER STOPPED.!"	" ""@CatsPolitics: Some of us never stopped ignoring him."	 ONLY THE REALLY SMART ONE'S NEVER STOPPED.!	REALLY SMART ONES NEVER STOPPED
1	seanspicer	RT @seanspicer: .@timkaine wants to tough on crime - fails to talk about defending rapists and murders #VPDebate		 .@timkaine wants to tough on crime - fails to talk about defending rapists and murders #VPDebate	wants crime talk defending
1		"""@smithg_: @realDonaldTrump should run for president next election RT #Trump4Prez"" Thanks for such nice words."	" ""@smithg_: @realDonaldTrump should run for president next election"	" #Trump4Prez"" Thanks for such nice words."	Trump4Prez Thanks words
1	mike_pence	RT @mike_pence: History teaches us that weakness arouses evil. America needs to be strong on the world stage. #VPDebate https://t.co/FJ59o5…		 History teaches us that weakness arouses evil. America needs to be strong on the world stage. #VPDebate https://t.co/FJ59o5…	History arouses America strong stage VPDebate
1	TeamTrump	RT @TeamTrump: RT if you agree - @HillaryClinton & @timkaine are WRONG for America! #VPDebate #MAGA https://t.co/2MZfFzCo6c		 if you agree - @HillaryClinton & @timkaine are WRONG for America! #VPDebate #MAGA https://t.co/2MZfFzCo6c	agree timkaine WRONG America VPDebate MAGA
1	TeamTrump	RT @TeamTrump: .@timkaine's Abortion Flip-Flops: From Valuing The Sanctity of Life --> Pro-Abortion Demagogue #VPdebate https://t.co/aK4061…		 .@timkaine's Abortion Flip-Flops: From Valuing The Sanctity of Life --> Pro-Abortion Demagogue #VPdebate https://t.co/aK4061…	Abortion Life ProAbortion VPdebate
1	DMRegister	"""@macresslertech: RT Via @DMRegister by @brianneDMR:“Trump: Bring back jobs from overseas” http://t.co/tVEX5w2ZqH Let's Make America Great"	" ""@macresslertech:"	 Via by @brianneDMR:“Trump: Bring back jobs from overseas” http://t.co/tVEX5w2ZqH Let's Make America Great	Via Bring back overseas Lets Great
1	TeamTrump	RT @TeamTrump: Obama-Clinton FAILED foreign policy: -Bad nuclear deal -Ransom payment to leading state sponsor of terror -Sharing classifie…		 Obama-Clinton FAILED foreign policy: -Bad nuclear deal -Ransom payment to leading state sponsor of terror -Sharing classifie…	ObamaClinton FAILED nuclear deal Ransom sponsor terror Sharing classifie
1	TeamTrump	RT @TeamTrump: .@HillaryClinton & @timkaine think you're #Deplorables & #BasementDwellers. @realDonaldTrump & @mike_pence think you're PATR…		 .@HillaryClinton & @timkaine think you're #Deplorables & #BasementDwellers. @realDonaldTrump & @mike_pence think you're PATR…	timkaine Deplorables BasementDwellers mikepence
1	TeamTrump	RT @TeamTrump: We need STRONG, BROAD-SHOULDERED leadership like @mike_pence & @realDonaldTrump in the White House! #VPDebate #BigLeagueTrut…		 We need STRONG, BROAD-SHOULDERED leadership like @mike_pence & @realDonaldTrump in the White House! #VPDebate #BigLeagueTrut…	need STRONG BROADSHOULDERED leadership like realDonaldTrump White House VPDebate BigLeagueTrut
1	GOP	RT @GOP: In @timkaine's own words ⬇️ #Debates2016 https://t.co/PMngoKHUjA		 In @timkaine's own words ⬇️ #Debates2016 https://t.co/PMngoKHUjA	timkaines words
1	TeamTrump	"RT @TeamTrump: “Police officers are the BEST of us. Law enforcement in this country is a force for GOOD."" - @mike_pence #VPDebate #BigLeagu…"		" “Police officers are the BEST of us. Law enforcement in this country is a force for GOOD."" - @mike_pence #VPDebate #BigLeagu…"	Police officers us Law force GOOD mikepence VPDebate BigLeagu
1	realDonaldTrump	"""@chuckesquivel: RT @realDonaldTrump ""@kormylo: @realDonaldTrump In my opinion you have a duty to run for president in 2016."	" ""@chuckesquivel:"	" ""@kormylo: @realDonaldTrump In my opinion you have a duty to run for president in 2016."	realDonaldTrump opinion run president
1	TeamTrump	RT @TeamTrump: Law enforcement officers bring communities together & keep us safe. @mike_pence & @realDonaldTrump RESPECT & stand by them!…		 Law enforcement officers bring communities together & keep us safe. @mike_pence & @realDonaldTrump RESPECT & stand by them!…	Law officers bring communities together us safe mikepence realDonaldTrump RESPECT stand them
1	TODAY_Clicker	RT @TODAY_Clicker: Get ready, @ApprenticeNBC fans! @realDonaldTrump promises plenty of mean and nasty action.. http://t.co/gwnxAHzIDa		 Get ready, @ApprenticeNBC fans! @realDonaldTrump promises plenty of mean and nasty action.. http://t.co/gwnxAHzIDa	Get ready fans realDonaldTrump promises nasty action
1	KellyannePolls	RT @KellyannePolls: #Polls showing @realDonaldTrump surging, @hillaryclinton #slipping, have HER camp on defense/lowering expectations, goi…		 #Polls showing @realDonaldTrump surging, @hillaryclinton #slipping, have HER camp on defense/lowering expectations, goi…	Polls showing surging hillaryclinton camp defenselowering goi
1	TeamTrump	RT @TeamTrump: .@timkaine has a pay-to-play problem just like Crooked @HillaryClinton #VPDebates #BigLeagueTruth https://t.co/SPOIn8AN8m		 .@timkaine has a pay-to-play problem just like Crooked @HillaryClinton #VPDebates #BigLeagueTruth https://t.co/SPOIn8AN8m	HillaryClinton VPDebates BigLeagueTruth
1	mike_pence	RT @mike_pence: There’s one clear choice in this election to create jobs and grow the American economy. #VPDebate https://t.co/cvv0cK6Fbt		 There’s one clear choice in this election to create jobs and grow the American economy. #VPDebate https://t.co/cvv0cK6Fbt	Theres one clear choice jobs grow American economy
1	joshrogin	RT @joshrogin: Pence is right. Clinton & Obama tried to negotiate an Iraq troop extension but failed. Bush admin always anticipated such an…		 Pence is right. Clinton & Obama tried to negotiate an Iraq troop extension but failed. Bush admin always anticipated such an…	Pence right Clinton Obama negotiate troop extension failed Bush admin always
1	TeamTrump	"RT @TeamTrump: ""She put the office of Sec of State up for sale. If she ever got the chance, she’d put the Oval Office up for sale too."" #Fo…"		" ""She put the office of Sec of State up for sale. If she ever got the chance, she’d put the Oval Office up for sale too."" #Fo…"	She put office Sec sale got shed put Office sale too Fo
1	GOP	RT @GOP: On National #VoterRegistrationDay, make sure you're registered to vote so we can #MakeAmericaGreatAgain https://t.co/GKcaLkx8C8 ht…		 On National #VoterRegistrationDay, make sure you're registered to vote so we can #MakeAmericaGreatAgain https://t.co/GKcaLkx8C8 ht…	National VoterRegistrationDay make vote MakeAmericaGreatAgain
1	TeamTrump	RT @TeamTrump: .@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate. #Debates20…		 .@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate. #Debates20…	calling HillaryClintons NAFTA moment tonights debate Debates20
1	TeamTrump	RT @TeamTrump: 100% TRUE --> @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 https://t.co/W7L7a9…		 100% TRUE --> @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 https://t.co/W7L7a9…	100 TRUE realDonaldTrump right HillaryClinton call TPP the gold standard Debates2016
1	TeamTrump	RT @TeamTrump: Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed @realDonaldTrump!…		 Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed @realDonaldTrump!…	Hillarys made less thats 200 general military realDonaldTrump
1	DanScavino	RT @DanScavino: Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. #DebateNight https://t.co/JTbqO0…		 Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. #DebateNight https://t.co/JTbqO0…	Jesse Jackson space Coalition DebateNight
1	TeamTrump	RT @TeamTrump: When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA #Debates #De…		 When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA #Debates #De…	realDonaldTrump POTUS families going safe Law order RESTORED MAGA De
1	TeamTrump	RT @TeamTrump: WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh		 WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh	WATCH realDonaldTrump stakes election Debates2016
1	TeamTrump	RT @TeamTrump: A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW		 A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW	realDonaldTrump Administration bring BACK Debates2016
1	IvankaTrump	RT @IvankaTrump: Thank you Angie Phillips for inviting me to tour your plant Middletown Tube Works. #Ohio https://t.co/fUKiiEIBXT		 Thank you Angie Phillips for inviting me to tour your plant Middletown Tube Works. #Ohio https://t.co/fUKiiEIBXT	Thank Phillips inviting tour plant Middletown Tube Ohio
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Great group at our Victory Office in Columbus, Ohio. I'm incredibly grateful to have so many… https://t.co/rLJWCAGRlW		 Great group at our Victory Office in Columbus, Ohio. I'm incredibly grateful to have so many… https://t.co/rLJWCAGRlW	Great group Office Columbus Im incredibly grateful
1	atensnut	RT @atensnut: How many times must it be said? Actions speak louder than words. DT said bad things!HRC threatened me after BC raped me.		 How many times must it be said? Actions speak louder than words. DT said bad things!HRC threatened me after BC raped me.	times must said speak DT bad threatened BC
1	atensnut	"RT @atensnut: Hillary calls Trump's remarks ""horrific"" while she lives with and protects a ""Rapist"". Her actions are horrific."		" Hillary calls Trump's remarks ""horrific"" while she lives with and protects a ""Rapist"". Her actions are horrific."	Hillary Trumps remarks lives protects actions horrific
1	realDonaldTrump	"""@Buhlebabe: RT @realDonaldTrump: ""Pleasure in the job puts perfection in the work."" - Aristotle!"	" ""@Buhlebabe:"	" ""Pleasure in the job puts perfection in the work."" - Aristotle!"	Pleasure job work
1	MollyCBraswell	RT @MollyCBraswell: WHAT?! @realDonaldTrump is speaking at #CPAC2013? This conference just became, like, a hundred times more awesome!		 WHAT?! @realDonaldTrump is speaking at #CPAC2013? This conference just became, like, a hundred times more awesome!	WHAT realDonaldTrump speaking CPAC2013 conference became hundred
1	CPACnews	RT @CPACnews: ACU Announces @realDonaldTrump will be a featured speaker at #CPAC2013! Get tickets today at http://t.co/DtCbF2iWsl!		 ACU Announces @realDonaldTrump will be a featured speaker at #CPAC2013! Get tickets today at http://t.co/DtCbF2iWsl!	ACU Announces realDonaldTrump featured CPAC2013 Get tickets
1	mike_pence	RT @mike_pence: Congrats to my running mate @realDonaldTrump on a big debate win! Proud to stand with you as we #MAGA.		 Congrats to my running mate @realDonaldTrump on a big debate win! Proud to stand with you as we #MAGA.	Congrats running mate big Proud MAGA
1	TeamTrump	RT @TeamTrump: RT if you agree @realDonaldTrump WON the #Debate- BIG LEAGUE! #MAGA https://t.co/EmwDZ32uAZ		 if you agree @realDonaldTrump WON the #Debate- BIG LEAGUE! #MAGA https://t.co/EmwDZ32uAZ	agree Debate LEAGUE MAGA
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Someone please fact check her coal comments. Give me a break. #debates		 Someone please fact check her coal comments. Give me a break. #debates	Someone check coal comments Give break
1	TeamTrump	RT @TeamTrump: It’s US vs. them! @realDonaldTrump will fight for you! #BigLeagueTruth #Debates		 It’s US vs. them! @realDonaldTrump will fight for you! #BigLeagueTruth #Debates	Its vs realDonaldTrump fight you Debates
1	DonaldJTrumpJr	"RT @DonaldJTrumpJr: Ironic since Hillary has gotten a lot more of that ""dark unaccountable money"" into her campaign. #debates"		" Ironic since Hillary has gotten a lot more of that ""dark unaccountable money"" into her campaign. #debates"	Ironic since lot dark unaccountable money campaign debates
1	TeamTrump	"RT @TeamTrump: ""She calls our people deplorable and irredeemable. I will be a president for ALL of our people."" - @RealDonaldTrump #BigLeag…"		" ""She calls our people deplorable and irredeemable. I will be a president for ALL of our people."" - @RealDonaldTrump #BigLeag…"	She calls people deplorable people RealDonaldTrump BigLeag
1	KellyannePolls	RT @KellyannePolls: After a decent first debate, @HillaryClinton is back to form: pedantic, lawyerly, technocratic, (woefully untruthful) r…		 After a decent first debate, @HillaryClinton is back to form: pedantic, lawyerly, technocratic, (woefully untruthful) r…	first debate HillaryClinton back form pedantic lawyerly technocratic untruthful r
1	DanScavino	RT @DanScavino: WE LOVE OUR DEPLORABLES!!! #TrumpTrain #Debates2016 https://t.co/2Nt9ID3tV7		 WE LOVE OUR DEPLORABLES!!! #TrumpTrain #Debates2016 https://t.co/2Nt9ID3tV7	LOVE DEPLORABLES TrumpTrain Debates2016
1	TeamTrump	RT @TeamTrump: It's hard to fight terrorism when you're making cash payments to the world's LARGEST state sponsor of TERROR. Under Trump: N…		 It's hard to fight terrorism when you're making cash payments to the world's LARGEST state sponsor of TERROR. Under Trump: N…	terrorism making payments worlds LARGEST sponsor N
1	TeamTrump	RT @TeamTrump: .@HillaryClinton had her chance and she BLEW IT. #BigLeagueTruth #Debates https://t.co/d2MI0DCg5Y		 .@HillaryClinton had her chance and she BLEW IT. #BigLeagueTruth #Debates https://t.co/d2MI0DCg5Y	IT Debates
1	TeamTrump	"RT @TeamTrump: ""We are going to be THRIVING again."" - @realDonaldTrump #BigLeagueTruth #Debates2016 https://t.co/CaFOF7jS7k"		" ""We are going to be THRIVING again."" - @realDonaldTrump #BigLeagueTruth #Debates2016 https://t.co/CaFOF7jS7k"	We going THRIVING again realDonaldTrump
1	cspanPolitics	"""@DLDizel: @cspan: RT @cspanPolitics: VIDEO: @realDonaldTrump at #NHFreedomSummit on @cspan http://t.co/Xp3yKxyL1q http://t.co/3lOeIhz2IJ"""	" ""@DLDizel: @cspan:"	" VIDEO: @realDonaldTrump at #NHFreedomSummit on @cspan http://t.co/Xp3yKxyL1q http://t.co/3lOeIhz2IJ"""	VIDEO realDonaldTrump NHFreedomSummit cspan
1	JasonMillerinDC	RT @JasonMillerinDC: Is @realDonaldTrump debating Crooked @HillaryClinton or the moderators, @AC360 and @MarthaRaddatz? #rattledhillary		 Is @realDonaldTrump debating Crooked @HillaryClinton or the moderators, @AC360 and @MarthaRaddatz? #rattledhillary	debating Crooked HillaryClinton moderators AC360 MarthaRaddatz
1	TeamTrump	RT @TeamTrump: #RattledHillary wants to talk about her 30 years in service. How about her 30 years of FLOPS↔️FLOPS?! #BigLeagueTruth #Debat…		 #RattledHillary wants to talk about her 30 years in service. How about her 30 years of FLOPS↔️FLOPS?! #BigLeagueTruth #Debat…	RattledHillary wants 30 30 FLOPSFLOPS Debat
1	TeamTrump	RT @TeamTrump: .@HillaryClinton is RAISING your taxes to a disastrous level. @realDonaldTrump is going to LOWER your taxes - BIG LEAGUE! #D…		 .@HillaryClinton is RAISING your taxes to a disastrous level. @realDonaldTrump is going to LOWER your taxes - BIG LEAGUE! #D…	RAISING taxes disastrous realDonaldTrump taxes D
1	TeamTrump	RT @TeamTrump: ONLY @realDonaldTrump will end what even @BillClinton called a CRAZY SYSTEM. #BigLeagueTruth #Debate https://t.co/cgoqZLDXDV		 ONLY @realDonaldTrump will end what even @BillClinton called a CRAZY SYSTEM. #BigLeagueTruth #Debate https://t.co/cgoqZLDXDV	realDonaldTrump end even BillClinton called CRAZY SYSTEM Debate
1	realDonaldTrump	RT @realDonaldTrump: ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates		 ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates	ATTN HillaryClinton five need FBI BigLeagueTruth
1	TeamTrump	RT @TeamTrump: We agree with Bill, ObamaCare is “the craziest thing in the world.” #BigLeagueTruth #Debates2016 https://t.co/v2yo6pSYoB		 We agree with Bill, ObamaCare is “the craziest thing in the world.” #BigLeagueTruth #Debates2016 https://t.co/v2yo6pSYoB	agree ObamaCare the craziest thing BigLeagueTruth Debates2016
1	TeamTrump	RT @TeamTrump: RT if you believe @HillaryClinton is the one who owes America an apology! #BigLeagueTruth #Debates https://t.co/KcmDedSUTw		 if you believe @HillaryClinton is the one who owes America an apology! #BigLeagueTruth #Debates https://t.co/KcmDedSUTw	believe one owes America apology BigLeagueTruth Debates
1	TeamTrump	RT @TeamTrump: Quite simply, @HillaryClinton mistreats women. #BigLeagueTruth #Debate2016 https://t.co/zhgrulIctf https://t.co/wHtwtnCxxQ		 Quite simply, @HillaryClinton mistreats women. #BigLeagueTruth #Debate2016 https://t.co/zhgrulIctf https://t.co/wHtwtnCxxQ	Quite simply women BigLeagueTruth
1	TeamTrump	RT @TeamTrump: .@realDonaldTrump is here to talk about the REAL issues #BigLeagueTruth #Debates2016 https://t.co/C5OF7HdJz6		 .@realDonaldTrump is here to talk about the REAL issues #BigLeagueTruth #Debates2016 https://t.co/C5OF7HdJz6	issues Debates2016
1	TeamTrump	"RT @TeamTrump: .@HillaryClinton just claimed she has a ""positive, optimistic view"" for America. #Debates https://t.co/hOWJYZbD7v"		" .@HillaryClinton just claimed she has a ""positive, optimistic view"" for America. #Debates https://t.co/hOWJYZbD7v"	claimed optimistic America
1	DanScavino	RT @DanScavino: Join @realDonaldTrump on his official social media platforms during tonight's debate ~ as @TeamTrump manages rapid response…		 Join @realDonaldTrump on his official social media platforms during tonight's debate ~ as @TeamTrump manages rapid response…	Join official social media platforms tonights debate manages response
1		"""@lvseven: @realDonaldTrump we share a birthday June 14 how about a RT for a huge fan and admirer"""	" ""@lvseven: @realDonaldTrump we share a birthday June 14 how about a"	" for a huge fan and admirer"""	huge fan admirer
1	GOP	RT @GOP: Reminder: last year, Clinton pledged she had turned over all work-related email under penalty of perjury ⬇️ https://t.co/X4R7LnsSoy		 Reminder: last year, Clinton pledged she had turned over all work-related email under penalty of perjury ⬇️ https://t.co/X4R7LnsSoy	Reminder last pledged turned workrelated
1	piersmorgan	RT @piersmorgan: Trump makes a funny, obvious joke about Russia going after Hillary's emails & U.S. media goes insane with fury. He plays t…		 Trump makes a funny, obvious joke about Russia going after Hillary's emails & U.S. media goes insane with fury. He plays t…	Trump makes obvious joke going emails US media goes insane plays
1	FieldofFight	RT @FieldofFight: We Can Do Better, We Must Do Better, We Will Do Better By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn http…		 We Can Do Better, We Must Do Better, We Will Do Better By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn http…	Better Must Better Better R Keith Kellogg LTG R Michael Flynn GenFlynn
1	NFIB	RT @NFIB: .@NFIB encouraged by @realDonaldTrump’s #taxplan, says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC		 .@NFIB encouraged by @realDonaldTrump’s #taxplan, says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC	encouraged realDonaldTrumps taxplan says smallbiz would benefit tax rate
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6		 CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6	CLINTON EMAIL LED EXECUTION IRAN
1	realDonaldTrump	"""@IamTN_Cheru: RT @realDonaldTrump: Success tip: Achievers move forward at all times. Achievement is not a plateau, it's a beginning."""	" ""@IamTN_Cheru:"	" Success tip: Achievers move forward at all times. Achievement is not a plateau, it's a beginning."""	Success tip Achievers move forward times plateau beginning
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ		 FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ	FORMER HOSTAGE SAYS PLANE WAITED MONEY ARRIVED
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: 'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc		 'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc	Winlose deal benefits Iran States
1	mike_pence	RT @mike_pence: Join me in Colorado, today! Look forward to seeing you! Denver- 2pm https://t.co/8VbvJYDa4F Colorado Springs- 6pm https:/…		 Join me in Colorado, today! Look forward to seeing you! Denver- 2pm https://t.co/8VbvJYDa4F Colorado Springs- 6pm https:/…	Join Colorado today forward you Denver 2pm Colorado 6pm
1	gatewaypundit	RT @gatewaypundit: Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypun…		 Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypun…	Democrat Fire THOUSANDS Away Rally via gatewaypun
1	DanScavino	RT @DanScavino: .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA_x1f1fa__x1f1f8_ https:…		 .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA_x1f1fa__x1f1f8_ https:…	stops overflow Mechanicsburg prior main TrumpMovement MAGAx1f1fax1f1f8
1	realDonaldTrump	"""@ekokurn: RT @realDonaldTrump: “Once you learn to quit, it becomes a habit.” - Vince Lombardi"""	" ""@ekokurn:"	" “Once you learn to quit, it becomes a habit.” - Vince Lombardi"""	Once learn quit habit Vince Lombardi
1	IngrahamAngle	RT @IngrahamAngle: Trump Int'l Golf Club West Palm Beach is spectacular. Almost makes me wish I had time to play/learn/like golf.		 Trump Int'l Golf Club West Palm Beach is spectacular. Almost makes me wish I had time to play/learn/like golf.	Trump Intl Golf West Palm Beach Almost makes wish time playlearnlike golf
1	mike_pence	RT @mike_pence: Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA Tickets: https://t.co/sNfhyGeaAH		 Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA Tickets: https://t.co/sNfhyGeaAH	Good tomorrow 7pm MAGA Tickets
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk		 Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk	Obama Refers Times Hillary Nominating Speech
1	realDonaldTrump	"""@mballance: The best birthday present would be a RT from the @realDonaldTrump 2016"""	" ""@mballance: The best birthday present would be a"	" from the 2016"""	
1	realDonaldTrump	"""@DrewMadeOFF: RT @realDonaldTrump: ""I never did a day's work in my #life. It was all #fun."" -- Thomas A. Edison"""	" ""@DrewMadeOFF:"	" ""I never did a day's work in my #life. It was all #fun."" -- Thomas A. Edison"""	I never days work life fun Thomas
1	JebBurtonRacing	"""@jerrysan52: Now that is a combo..he needs ride along RT @JebBurtonRacing: Got to meet the man Donald Trump. _x1f44d__x1f44d_ http://t.co/IuiQe46Sxk"""""	" ""@jerrysan52: Now that is a combo..he needs ride along"	" Got to meet the man Donald Trump. _x1f44d__x1f44d_ http://t.co/IuiQe46Sxk"""""	Got Trump
1	realDonaldTrump	"""@jabupaqatago: RT @realDonaldTrump: Great news from Ireland”Clare County Council turned down massive windfarm near my hotel"" So smart!"	" ""@jabupaqatago:"	" Great news from Ireland”Clare County Council turned down massive windfarm near my hotel"" So smart!"	Great news Council turned massive near hotel
1	realDonaldTrump	"""@CharlieG_DC: RT @realDonaldTrump: Success requires 100% effort and 100% focus. Nothing less."""	" ""@CharlieG_DC:"	" Success requires 100% effort and 100% focus. Nothing less."""	Success requires 100 effort Nothing less
